"ITEM","DEPT","CLASS","SUBCLASS","STANDARD_UOM"
"809280155208","300","351","1303","EA"
"809280160349","300","356","1317","EA"
"812025018348","300","351","1303","EA"
"786471716465","301","659","1633","EA"
"799439999008","301","659","1633","EA"
"810032190071","303","355","1314","EA"
"809280009037","300","359","1328","EA"
"730870307762","300","356","1317","EA"
"730870225318","300","352","1306","EA"
"785364170681","300","361","1335","EA"
"785364170704","300","361","1335","EA"
"785364171367","300","361","1335","EA"
"785364171374","300","361","1335","EA"
"809280153129","300","368","1350","EA"
"809280153143","300","364","1341","EA"
"809280114595","300","252","1220","EA"
"809280144783","300","357","1323","EA"
"809280150319","300","356","1319","EA"
"814309021259","701","160","1153","EA"
"809280155840","300","356","1320","EA"
"814309022287","701","155","1126","EA"
"814309022294","701","155","1126","EA"
"814309022300","701","155","1126","EA"
"814309022317","701","155","1126","EA"
"814309022324","701","155","1126","EA"
"814309022065","701","159","1144","EA"
"814309022072","701","159","1144","EA"
"814309022089","701","159","1144","EA"
"814309022096","701","159","1144","EA"
"814309020528","701","154","1121","EA"
"814309020535","701","154","1121","EA"
"814309020542","701","154","1121","EA"
"814309021266","701","160","1153","EA"
"814309021297","701","359","1330","EA"
"814309021303","701","359","1330","EA"
"814309021327","701","162","1159","EA"
"814309021488","701","361","1335","EA"
"814309021532","701","162","1160","EA"
"814309021549","701","160","1154","EA"
"814309021563","701","162","1160","EA"
"814309021570","701","163","1165","EA"
"736150172280","107","156","1133","EA"
"811239030108","104","355","1314","EA"
"811239031068","104","355","1314","EA"
"811239031600","104","355","1314","EA"
"716170158136","102","152","1112","EA"
"716170158143","102","152","1112","EA"
"736150084705","107","156","1129","EA"
"810063691332","105","152","1112","EA"
"716170209203","102","159","1147","EA"
"736150172303","107","156","1133","EA"
"810063691349","105","152","1112","EA"
"716170158150","102","152","1112","EA"
"716170158167","102","152","1112","EA"
"716170158174","102","152","1112","EA"
"716170214818","102","159","1143","EA"
"736150172327","107","156","1133","EA"
"716170214825","102","159","1143","EA"
"736150173119","107","156","1133","EA"
"716170167169","102","157","1136","EA"
"716170214832","102","159","1143","EA"
"716170291475","102","157","1136","EA"
"716170291796","102","157","1136","EA"
"716170291802","102","157","1136","EA"
"716170312064","102","153","1116","EA"
"716170312071","102","153","1116","EA"
"716170312187","102","153","1116","EA"
"716170312194","102","153","1116","EA"
"716170312200","102","153","1116","EA"
"736150157263","107","159","1147","EA"
"736150070333","107","155","1125","EA"
"736150070364","107","155","1125","EA"
"736150070395","107","155","1125","EA"
"736150117137","107","155","1125","EA"
"716170229133","102","156","1130","EA"
"716170229140","102","156","1130","EA"
"716170229157","102","156","1130","EA"
"716170229164","102","156","1130","EA"
"716170229171","102","156","1130","EA"
"811239031037","104","351","1303","EA"
"811239031006","104","351","1303","EA"
"736150115768","107","153","1116","EA"
"819869021817","106","155","1122","EA"
"819869022371","106","155","1122","EA"
"819869022388","106","155","1122","EA"
"877231009795","105","159","1147","EA"
"877231009801","105","159","1147","EA"
"877231009818","105","159","1147","EA"
"887167509252","101","156","1129","EA"
"877231006671","105","159","1147","EA"
"819869025471","106","159","1144","EA"
"877231006688","105","159","1147","EA"
"819869025488","106","159","1144","EA"
"819869026140","106","155","1122","EA"
"819869026171","106","155","1122","EA"
"819869026201","106","155","1122","EA"
"877231009825","105","159","1147","EA"
"857033007007","104","154","1121","EA"
"887167509269","101","156","1129","EA"
"887167509276","101","156","1129","EA"
"887167509283","101","156","1129","EA"
"877231002901","105","152","1110","EA"
"861390000137","104","155","1122","EA"
"877231007906","105","152","1112","EA"
"819869025709","106","152","1110","EA"
"819869022739","106","159","1147","EA"
"819869024733","106","159","1147","EA"
"819869029028","106","352","1305","EA"
"856798008083","105","356","1317","EA"
"850014440855","105","352","1306","EA"
"819869025716","106","152","1110","EA"
"819869024740","106","159","1147","EA"
"819869027253","106","152","1110","EA"
"877231003045","105","156","1131","EA"
"819869028120","106","152","1110","EA"
"877231003052","105","156","1131","EA"
"819869028137","106","152","1110","EA"
"877231003205","105","156","1131","EA"
"877231005599","105","156","1130","EA"
"850014440916","105","152","1111","EA"
"819869025730","106","152","1110","EA"
"819869025747","106","152","1110","EA"
"819869024757","106","159","1147","EA"
"856798008069","105","351","1303","EA"
"810031550531","401","455","1421","EA"
"747930109730","306","156","1129","EA"
"747930089032","306","152","1112","EA"
"747930089049","306","152","1112","EA"
"747930089056","306","152","1112","EA"
"747930089063","306","152","1112","EA"
"747930073734","306","356","1318","EA"
"7290015629362","405","364","1341","EA"
"810046981863","404","453","1406","EA"
"813269021859","315","356","1320","EA"
"810046981887","404","651","1603","EA"
"813269022313","315","356","1320","EA"
"810046982365","404","453","1406","EA"
"747930065876","306","152","1110","EA"
"747930072577","306","152","1110","EA"
"747930072584","306","152","1110","EA"
"7290113145191","405","364","1341","EA"
"7290113145290","405","364","1341","EA"
"7290113145306","405","364","1341","EA"
"7290113145313","405","364","1341","EA"
"747930072591","306","152","1110","EA"
"877231005605","105","156","1130","EA"
"877231009887","105","152","1111","EA"
"819869024764","106","159","1147","EA"
"819869028144","106","152","1110","EA"
"877231003915","105","152","1111","EA"
"819869028229","106","152","1110","EA"
"877231003922","105","152","1111","EA"
"819869025761","106","152","1110","EA"
"877231000334","105","156","1130","EA"
"819869025778","106","152","1110","EA"
"819869028236","106","152","1110","EA"
"877231003939","105","152","1111","EA"
"819869028243","106","152","1110","EA"
"877231005407","105","156","1130","EA"
"877231005414","105","156","1130","EA"
"877231005612","105","156","1130","EA"
"877231001386","105","152","1111","EA"
"855312008615","104","356","1318","EA"
"877231006930","105","152","1112","EA"
"819869025129","106","159","1147","EA"
"819869025136","106","159","1147","EA"
"877231005421","105","156","1130","EA"
"877231005438","105","156","1130","EA"
"877231005445","105","156","1130","EA"
"819869025792","106","152","1110","EA"
"877231001607","105","156","1130","EA"
"819869025808","106","152","1110","EA"
"877231001461","105","159","1147","EA"
"877231001478","105","159","1147","EA"
"877231001485","105","159","1147","EA"
"877231001492","105","159","1147","EA"
"877231001508","105","159","1147","EA"
"877231001515","105","159","1147","EA"
"840732121471","207","250","1209","EA"
"840732121488","207","250","1205","EA"
"840732121495","207","250","1205","EA"
"877231005322","105","159","1147","EA"
"877231005339","105","159","1147","EA"
"877231001522","105","159","1147","EA"
"836622001237","101","152","1110","EA"
"836622001244","101","152","1110","EA"
"840732121501","207","250","1209","EA"
"840732121518","207","250","1209","EA"
"819869023750","106","151","1107","EA"
"819869023767","106","151","1107","EA"
"877231005346","105","159","1147","EA"
"877231005353","105","159","1147","EA"
"877231005360","105","159","1147","EA"
"836622001251","101","152","1110","EA"
"836622001268","101","152","1110","EA"
"877231002130","105","159","1144","EA"
"877231002147","105","159","1144","EA"
"819869023774","106","151","1107","EA"
"819869023781","106","151","1107","EA"
"877231005377","105","159","1147","EA"
"877231005384","105","159","1147","EA"
"887167141230","101","352","1306","EA"
"887167166868","101","356","1320","EA"
"887167250710","101","352","1306","EA"
"855312008189","104","356","1320","EA"
"836622001169","101","152","1110","EA"
"877231005391","105","159","1147","EA"
"877231005803","105","159","1147","EA"
"747930073727","306","359","1328","EA"
"7290113146396","405","364","1341","EA"
"7290113146402","405","364","1341","EA"
"747930017462","306","156","1130","EA"
"747930016656","306","359","1330","EA"
"747930065852","306","163","1166","EA"
"747930066989","306","163","1166","EA"
"747930073796","306","361","1335","EA"
"747930084334","306","361","1335","EA"
"747930093732","306","359","1330","EA"
"747930102243","306","361","1335","EA"
"747930102250","306","361","1335","EA"
"810031550302","401","659","1634","EA"
"7290015295734","405","369","1355","EA"
"810031550647","401","453","1407","EA"
"810039250525","401","453","1407","EA"
"810039250549","401","453","1407","EA"
"7290016494051","405","159","1150","EA"
"747930057154","306","156","1131","EA"
"747930057161","306","156","1131","EA"
"747930057178","306","156","1131","EA"
"736150115775","107","153","1116","EA"
"736150116963","107","154","1121","EA"
"736150116970","107","154","1121","EA"
"736150116987","107","154","1121","EA"
"716170219028","102","163","1168","EA"
"811992017897","104","158","1138","EA"
"810033380006","101","161","1156","EA"
"810033380013","101","161","1156","EA"
"736150117014","107","154","1121","EA"
"716170229188","102","156","1130","EA"
"716170229195","102","156","1130","EA"
"716170229201","102","156","1130","EA"
"716170229218","102","156","1130","EA"
"716170229225","102","156","1130","EA"
"877231000631","105","164","1174","EA"
"877231006527","105","164","1174","EA"
"850010474151","104","164","1175","EA"
"836622009431","101","164","1175","EA"
"818426020294","101","164","1175","EA"
"877231009061","105","153","1116","EA"
"877231009078","105","153","1116","EA"
"836622001275","101","152","1110","EA"
"836622001282","101","152","1110","EA"
"877231000815","105","159","1143","EA"
"836622001299","101","152","1110","EA"
"877231000877","105","159","1143","EA"
"836622001305","101","152","1110","EA"
"887167322134","101","352","1306","EA"
"887167322387","101","352","1306","EA"
"877231005810","105","159","1147","EA"
"877231005827","105","159","1147","EA"
"877231000914","105","159","1143","EA"
"836622001312","101","152","1110","EA"
"877231002383","105","159","1143","EA"
"887167393271","101","352","1306","EA"
"887167507739","101","352","1306","EA"
"887167533011","101","352","1306","EA"
"836622001176","101","152","1110","EA"
"836622001183","101","152","1110","EA"
"836622001190","101","152","1110","EA"
"857033007281","104","454","1415","EA"
"887167554887","101","352","1306","EA"
"887167588509","101","352","1306","EA"
"851078006001","104","150","1101","EA"
"851078006018","104","150","1101","EA"
"851078006025","104","150","1101","EA"
"877231005834","105","159","1147","EA"
"887167519169","101","159","1147","EA"
"887167519176","101","159","1147","EA"
"887167519183","101","159","1147","EA"
"819869020148","106","156","1172","EA"
"877231005247","105","159","1147","EA"
"851078006032","104","150","1101","EA"
"877231005254","105","159","1147","EA"
"851078006049","104","150","1101","EA"
"887167519190","101","159","1147","EA"
"836622001206","101","152","1110","EA"
"836622001213","101","152","1110","EA"
"836622001220","101","152","1110","EA"
"819869020155","106","156","1172","EA"
"877231003953","105","150","1103","EA"
"819869020162","106","156","1172","EA"
"747930057185","306","156","1131","EA"
"747930112778","306","156","1131","EA"
"747930112990","306","157","1135","EA"
"747930119302","306","156","1131","EA"
"747930119401","306","156","1131","EA"
"747930102267","306","361","1335","EA"
"747930108290","306","361","1335","EA"
"747930115250","306","361","1335","EA"
"747930115267","306","361","1335","EA"
"747930115274","306","361","1335","EA"
"747930115281","306","361","1335","EA"
"747930115496","306","361","1335","EA"
"747930115502","306","361","1335","EA"
"815305022950","401","453","1407","EA"
"815305022967","401","453","1407","EA"
"815305022974","401","453","1407","EA"
"747930119500","306","156","1131","EA"
"747930119609","306","156","1131","EA"
"747930119685","306","156","1131","EA"
"747930119708","306","156","1131","EA"
"877231009085","105","153","1116","EA"
"836622008182","101","157","1135","EA"
"836622008199","101","157","1135","EA"
"836622008205","101","157","1135","EA"
"836622008991","101","156","1131","EA"
"836622009004","101","156","1131","EA"
"836622009011","101","156","1131","EA"
"836622009028","101","156","1131","EA"
"836622009035","101","156","1131","EA"
"836622009042","101","156","1131","EA"
"836622009059","101","156","1131","EA"
"836622009066","101","156","1131","EA"
"854697007916","104","162","1160","EA"
"887167414310","101","156","1130","EA"
"854697007930","104","162","1160","EA"
"887167414334","101","156","1130","EA"
"854697007947","104","162","1160","EA"
"887167414402","101","156","1130","EA"
"854697007954","104","162","1160","EA"
"877231007821","105","155","1125","EA"
"861390000144","104","155","1122","EA"
"877231007838","105","155","1125","EA"
"887167441828","101","156","1129","EA"
"861390000151","104","155","1122","EA"
"877231007845","105","155","1125","EA"
"819869026232","106","155","1122","EA"
"877231001843","105","159","1144","EA"
"877231009832","105","159","1147","EA"
"857033007328","104","154","1121","EA"
"877231009849","105","159","1147","EA"
"857033007335","104","154","1121","EA"
"877231009856","105","159","1147","EA"
"861390000106","104","154","1121","EA"
"887167441835","101","156","1129","EA"
"861390000168","104","155","1122","EA"
"877231007852","105","155","1125","EA"
"887167441842","101","156","1129","EA"
"861390000175","104","155","1122","EA"
"877231007869","105","155","1125","EA"
"887167445123","101","156","1129","EA"
"855312008547","104","352","1306","EA"
"819869025198","106","159","1147","EA"
"819869025204","106","159","1147","EA"
"819869025211","106","159","1147","EA"
"850004421185","104","355","1315","EA"
"850010474342","104","355","1315","EA"
"851078006292","104","356","1317","EA"
"854697007190","104","156","1130","EA"
"819869025013","106","162","1160","EA"
"819869025020","106","162","1160","EA"
"819869028434","106","153","1115","EA"
"854697007206","104","156","1130","EA"
"819869028441","106","153","1115","EA"
"854697007213","104","156","1130","EA"
"819869028465","106","153","1115","EA"
"854697007220","104","156","1130","EA"
"819869025037","106","162","1160","EA"
"819869025044","106","162","1160","EA"
"855312008080","104","351","1303","EA"
"819869028472","106","153","1115","EA"
"854697007237","104","156","1130","EA"
"819869028496","106","153","1115","EA"
"747930121909","306","152","1111","EA"
"747930094968","306","369","1357","EA"
"747930042525","306","552","1507","EA"
"747930044611","306","156","1130","EA"
"747930045427","306","359","1328","EA"
"813269022337","315","356","1320","EA"
"810046982372","404","453","1406","EA"
"813269022351","315","356","1320","EA"
"810046982389","404","453","1406","EA"
"813269022436","315","359","1328","EA"
"810046982402","404","651","1603","EA"
"815305022981","401","453","1407","EA"
"815305025562","401","453","1407","EA"
"815305028624","401","453","1407","EA"
"815305028648","401","453","1407","EA"
"7290014827097","405","551","1504","EA"
"747930099642","306","156","1129","EA"
"747930099666","306","156","1129","EA"
"747930099758","306","156","1129","EA"
"747930053040","306","152","1111","EA"
"747930070788","306","355","1314","EA"
"887167418608","101","156","1130","EA"
"854697007978","104","162","1160","EA"
"887167425958","101","356","1320","EA"
"855312008523","104","160","1154","EA"
"850004421208","104","361","1335","EA"
"836622009073","101","156","1131","EA"
"850004421444","104","361","1335","EA"
"836622009080","101","156","1131","EA"
"850004421543","104","160","1153","EA"
"836622009493","101","157","1135","EA"
"850004421574","104","160","1154","EA"
"836622009509","101","157","1135","EA"
"850004421710","104","160","1154","EA"
"836622009516","101","157","1135","EA"
"887167431188","101","355","1314","EA"
"855312008608","104","361","1335","EA"
"887167456693","101","156","1130","EA"
"855312008806","104","351","1303","EA"
"887167464063","101","156","1130","EA"
"855312008875","104","160","1154","EA"
"887167464070","101","156","1130","EA"
"855312008943","104","163","1166","EA"
"877231002161","105","159","1144","EA"
"877231002178","105","159","1144","EA"
"877231002185","105","159","1144","EA"
"877231009863","105","159","1147","EA"
"861390000113","104","154","1121","EA"
"877231009870","105","159","1147","EA"
"887167445642","101","156","1129","EA"
"887167509306","101","156","1129","EA"
"887167509313","101","156","1129","EA"
"887167509320","101","156","1129","EA"
"861390000182","104","155","1122","EA"
"877231009474","105","155","1125","EA"
"877231006695","105","159","1147","EA"
"819869025495","106","159","1144","EA"
"819869026751","106","156","1130","EA"
"887167574137","101","156","1129","EA"
"819869026768","106","156","1130","EA"
"887167574144","101","156","1129","EA"
"819869026775","106","156","1130","EA"
"887167574151","101","156","1129","EA"
"860002172330","300","361","1335","EA"
"840732120214","207","363","1338","EA"
"818262020984","300","359","1329","EA"
"818262020991","300","359","1329","EA"
"818262021042","300","361","1335","EA"
"818262021196","300","367","1346","EA"
"818262021202","300","361","1335","EA"
"818262021257","300","357","1324","EA"
"818262021325","300","359","1329","EA"
"818262021608","300","659","1634","EA"
"850409005423","300","356","1317","EA"
"834893002465","303","351","1303","EA"
"842956137542","302","370","1362","EA"
"852653005358","300","359","1330","EA"
"840732115241","207","250","1203","EA"
"840732115258","207","250","1203","EA"
"840732115265","207","250","1203","EA"
"840732120658","207","250","1206","EA"
"840732120689","207","250","1203","EA"
"840732120696","207","250","1203","EA"
"840732120757","207","250","1206","EA"
"747930070795","306","355","1314","EA"
"747930077732","306","360","1334","EA"
"813269022788","315","356","1320","EA"
"810046982419","404","651","1603","EA"
"813269022986","315","359","1328","EA"
"810046982426","404","453","1406","EA"
"7290014827103","405","551","1504","EA"
"7290014827110","405","551","1505","EA"
"7290014827127","405","550","1501","EA"
"747930101543","306","356","1318","EA"
"747930096801","306","356","1369","EA"
"747930098423","306","355","1314","EA"
"747930098850","306","355","1314","EA"
"747930131663","306","356","1369","EA"
"810046982433","404","453","1406","EA"
"810046982440","404","453","1406","EA"
"810046982495","404","453","1406","EA"
"7290011521448","405","454","1414","EA"
"7290015485944","405","457","1426","EA"
"747930009788","306","368","1350","EA"
"747930017516","306","152","1110","EA"
"887167464087","101","156","1130","EA"
"887167464094","101","156","1130","EA"
"857033007090","104","163","1166","EA"
"850004421772","104","160","1153","EA"
"850004421789","104","160","1154","EA"
"850008684005","104","160","1152","EA"
"850008684012","104","160","1152","EA"
"850008684029","104","160","1152","EA"
"850008684036","104","160","1152","EA"
"850008684562","104","160","1152","EA"
"850010474014","104","162","1159","EA"
"850010474021","104","162","1159","EA"
"887167014367","101","156","1130","EA"
"887167464117","101","156","1130","EA"
"857033007106","104","353","1309","EA"
"887167464148","101","156","1130","EA"
"857033007298","104","359","1329","EA"
"887167464155","101","156","1130","EA"
"887167464216","101","156","1130","EA"
"887167464223","101","156","1130","EA"
"887167464230","101","156","1130","EA"
"819869026799","106","156","1130","EA"
"887167445659","101","156","1129","EA"
"887167445666","101","156","1129","EA"
"887167445673","101","156","1129","EA"
"887167509337","101","156","1129","EA"
"887167509351","101","156","1129","EA"
"877231006725","105","159","1147","EA"
"819869025501","106","159","1144","EA"
"887167445130","101","156","1129","EA"
"877231009481","105","155","1125","EA"
"887167574168","101","156","1129","EA"
"819869026805","106","156","1130","EA"
"887167574175","101","156","1129","EA"
"819869026829","106","156","1130","EA"
"887167574182","101","156","1129","EA"
"819869026836","106","156","1130","EA"
"887167574199","101","156","1129","EA"
"861390000199","104","154","1121","EA"
"877231009948","105","159","1147","EA"
"877231009955","105","159","1147","EA"
"852653005419","300","359","1329","EA"
"852653005525","300","357","1323","EA"
"852653005730","300","359","1330","EA"
"834893002496","303","356","1320","EA"
"852653005761","300","359","1329","EA"
"834893002519","303","159","1145","EA"
"840732121129","207","250","1206","EA"
"840732121228","207","252","1225","EA"
"857177007017","302","368","1352","EA"
"857177007048","302","368","1352","EA"
"857177007062","302","368","1352","EA"
"857177007192","302","368","1352","EA"
"818262022445","300","359","1330","EA"
"818262022476","300","359","1329","EA"
"818262022544","300","359","1329","EA"
"818262023428","300","359","1330","EA"
"818262023701","300","361","1335","EA"
"818262023718","300","361","1335","EA"
"852653005808","300","367","1346","EA"
"834893002526","303","356","1320","EA"
"852653005891","300","357","1323","EA"
"747930000136","306","355","1314","EA"
"747930000013","306","355","1314","EA"
"747930013822","306","355","1366","EA"
"747930033370","306","355","1314","EA"
"747930087168","306","355","1314","EA"
"747930096405","306","355","1366","EA"
"747930120384","306","355","1314","EA"
"747930134176","306","355","1314","EA"
"7290013627001","405","364","1341","EA"
"810046982501","404","453","1406","EA"
"7290015295598","405","457","1427","EA"
"810046982518","404","453","1406","EA"
"7290015295604","405","451","1403","EA"
"7290015485951","405","457","1426","EA"
"7290016033601","405","454","1415","EA"
"7290016494259","405","454","1429","EA"
"747930000020","306","355","1314","EA"
"747930024866","306","356","1320","EA"
"747930139867","306","355","1314","EA"
"747930143598","306","355","1314","EA"
"747930088714","306","159","1148","EA"
"887167464247","101","156","1130","EA"
"887167464254","101","156","1130","EA"
"850010474045","104","163","1164","EA"
"887167030305","101","156","1130","EA"
"850010474052","104","162","1159","EA"
"887167030312","101","156","1130","EA"
"850010474090","104","162","1159","EA"
"887167034037","101","156","1130","EA"
"850010474137","104","163","1164","EA"
"887167077515","101","156","1130","EA"
"850010474144","104","163","1166","EA"
"887167077539","101","156","1130","EA"
"887167464261","101","156","1130","EA"
"887167464278","101","156","1130","EA"
"887167485471","101","356","1320","EA"
"887167532984","101","356","1320","EA"
"887167539549","101","355","1314","EA"
"887167565869","101","156","1130","EA"
"887167565883","101","156","1130","EA"
"887167565890","101","156","1130","EA"
"887167565906","101","156","1130","EA"
"887167509368","101","156","1129","EA"
"887167509375","101","156","1129","EA"
"887167445147","101","156","1129","EA"
"877231009498","105","155","1125","EA"
"887167445185","101","156","1129","EA"
"877231009511","105","155","1125","EA"
"887167445239","101","156","1129","EA"
"819869026843","106","156","1130","EA"
"887167574205","101","156","1129","EA"
"819869026850","106","156","1130","EA"
"887167574212","101","156","1129","EA"
"819869026867","106","156","1130","EA"
"887167574229","101","156","1129","EA"
"819869026874","106","156","1130","EA"
"887167574236","101","156","1129","EA"
"819869026881","106","156","1130","EA"
"887167574250","101","156","1129","EA"
"819869026898","106","156","1130","EA"
"887167445680","101","156","1129","EA"
"854697007244","104","156","1130","EA"
"819869028502","106","153","1115","EA"
"854697007251","104","156","1130","EA"
"819869025228","106","159","1147","EA"
"819869028922","106","153","1115","EA"
"854697007268","104","156","1130","EA"
"819869028939","106","153","1115","EA"
"854697007275","104","156","1130","EA"
"854697007282","104","156","1130","EA"
"854697007794","104","156","1130","EA"
"819869025235","106","159","1147","EA"
"819869025242","106","159","1147","EA"
"854697007800","104","156","1130","EA"
"854697007817","104","156","1130","EA"
"854697007824","104","156","1130","EA"
"854697007831","104","156","1130","EA"
"819869025259","106","159","1147","EA"
"819869025266","106","159","1147","EA"
"854697007848","104","156","1130","EA"
"877231002291","105","150","1103","EA"
"877231002307","105","150","1103","EA"
"747930088721","306","159","1148","EA"
"747930098447","306","159","1148","EA"
"747930098928","306","159","1145","EA"
"810046983041","404","453","1406","EA"
"7290015295635","405","457","1427","EA"
"810046983058","404","453","1406","EA"
"7290015295642","405","451","1403","EA"
"810046983065","404","453","1406","EA"
"7290017279077","405","454","1413","EA"
"7290113142947","405","451","1404","EA"
"7290113142978","405","454","1415","EA"
"747930031574","306","356","1369","EA"
"747930035626","306","355","1314","EA"
"747930049814","306","356","1320","EA"
"747930066972","306","152","1112","EA"
"747930089278","306","157","1136","EA"
"7290113140035","405","457","1427","EA"
"810046983072","404","453","1406","EA"
"7290113140479","405","368","1351","EA"
"810046983089","404","651","1603","EA"
"7290113140646","405","454","1409","EA"
"810046983102","404","651","1603","EA"
"887167565913","101","156","1130","EA"
"887167565920","101","156","1130","EA"
"887167565937","101","156","1130","EA"
"850010474205","104","163","1166","EA"
"887167082427","101","156","1127","EA"
"850010474212","104","163","1166","EA"
"887167117143","101","356","1320","EA"
"850010474298","104","162","1159","EA"
"887167121188","101","356","1320","EA"
"850010474373","104","361","1335","EA"
"887167179660","101","156","1130","EA"
"850010474380","104","162","1159","EA"
"887167179677","101","156","1130","EA"
"887167565944","101","156","1130","EA"
"887167565968","101","156","1130","EA"
"887167565975","101","156","1130","EA"
"887167565982","101","156","1130","EA"
"887167565999","101","156","1130","EA"
"887167566002","101","156","1130","EA"
"887167566019","101","156","1130","EA"
"887167566026","101","156","1130","EA"
"887167445697","101","156","1129","EA"
"887167509382","101","156","1129","EA"
"887167445246","101","156","1129","EA"
"887167445253","101","156","1129","EA"
"887167445260","101","156","1129","EA"
"877231002192","105","159","1144","EA"
"877231002222","105","159","1144","EA"
"887167445703","101","156","1129","EA"
"887167445727","101","156","1129","EA"
"887167509399","101","156","1129","EA"
"887167509405","101","156","1129","EA"
"887167509412","101","156","1129","EA"
"887167445277","101","156","1129","EA"
"887167445284","101","156","1129","EA"
"887167445291","101","156","1129","EA"
"887167574267","101","156","1129","EA"
"819869026904","106","156","1130","EA"
"887167574274","101","156","1129","EA"
"819869026911","106","156","1130","EA"
"834893002540","303","365","1343","EA"
"852653005921","300","367","1346","EA"
"834893002564","303","356","1320","EA"
"852653005945","300","359","1329","EA"
"834893006050","303","153","1115","EA"
"840732121358","207","250","1205","EA"
"834893009181","303","552","1507","EA"
"866655000471","303","351","1303","EA"
"857177007215","302","368","1352","EA"
"876972000849","302","368","1350","EA"
"876972000887","302","368","1352","EA"
"818262023879","300","367","1347","EA"
"818262023886","300","367","1346","EA"
"818262023893","300","359","1329","EA"
"818262023909","300","359","1329","EA"
"818262024081","300","359","1330","EA"
"7290116972411","405","454","1428","EA"
"810046980200","404","453","1406","EA"
"810046980248","404","453","1406","EA"
"810046980354","404","651","1603","EA"
"747930059554","306","356","1320","EA"
"747930059561","306","356","1320","EA"
"747930027577","306","356","1320","EA"
"747930052500","306","359","1328","EA"
"747930055280","306","356","1320","EA"
"7290113146266","405","368","1351","EA"
"810046983133","404","651","1603","EA"
"7290113148772","405","454","1409","EA"
"810046983164","404","651","1603","EA"
"7290017463001","405","364","1340","EA"
"810046983386","404","651","1603","EA"
"7290013627018","405","368","1351","EA"
"810046980385","404","651","1603","EA"
"7290015295581","405","368","1351","EA"
"810046980392","404","651","1603","EA"
"7290016033700","405","454","1414","EA"
"810046980415","404","651","1603","EA"
"747930063087","306","356","1317","EA"
"887167566033","101","156","1130","EA"
"850010474397","104","162","1159","EA"
"887167179684","101","156","1130","EA"
"850010474441","104","154","1121","EA"
"887167179691","101","156","1130","EA"
"850011023105","104","150","1101","EA"
"887167179707","101","156","1130","EA"
"850011023112","104","150","1101","EA"
"887167179714","101","156","1130","EA"
"850031662094","104","361","1335","EA"
"887167566040","101","156","1130","EA"
"887167566057","101","156","1130","EA"
"887167566064","101","156","1130","EA"
"887167566071","101","156","1130","EA"
"887167566088","101","156","1130","EA"
"887167566095","101","156","1130","EA"
"887167566101","101","156","1130","EA"
"887167186330","101","156","1130","EA"
"850031662148","104","160","1152","EA"
"887167574281","101","156","1129","EA"
"819869026928","106","156","1130","EA"
"887167574298","101","156","1129","EA"
"819869026935","106","156","1130","EA"
"887167574311","101","156","1129","EA"
"819869026942","106","156","1130","EA"
"887167445758","101","156","1129","EA"
"887167445765","101","156","1129","EA"
"887167509467","101","156","1129","EA"
"887167509474","101","156","1129","EA"
"887167509542","101","156","1129","EA"
"877231006732","105","159","1147","EA"
"850014440473","105","160","1152","EA"
"850014440534","105","162","1160","EA"
"850014440541","105","162","1160","EA"
"850014440930","105","162","1160","EA"
"850014440947","105","361","1335","EA"
"850014440954","105","361","1335","EA"
"836622004184","101","159","1147","EA"
"877231003960","105","150","1103","EA"
"877231005261","105","159","1147","EA"
"857033007366","104","152","1111","EA"
"887167519206","101","159","1147","EA"
"887167519213","101","159","1147","EA"
"840732120429","207","250","1210","EA"
"840732120436","207","250","1210","EA"
"819869020179","106","156","1172","EA"
"877231003977","105","150","1103","EA"
"819869020322","106","156","1172","EA"
"877231003984","105","150","1103","EA"
"819869020339","106","156","1172","EA"
"887167519220","101","159","1147","EA"
"887167519237","101","159","1147","EA"
"887167519244","101","159","1147","EA"
"840732120443","207","250","1210","EA"
"840732120702","207","250","1210","EA"
"840732120719","207","250","1210","EA"
"877231002154","105","159","1144","EA"
"851078006155","104","150","1101","EA"
"877231005278","105","159","1147","EA"
"747930065739","306","156","1130","EA"
"747930065746","306","156","1130","EA"
"747930065753","306","156","1130","EA"
"747930065760","306","156","1130","EA"
"747930065777","306","156","1130","EA"
"747930065784","306","156","1130","EA"
"747930112433","306","159","1150","EA"
"747930107149","306","156","1129","EA"
"747930107033","306","156","1129","EA"
"810046983393","404","651","1603","EA"
"810046983409","404","651","1603","EA"
"810046983966","404","453","1406","EA"
"810046984024","404","453","1406","EA"
"810046984048","404","453","1406","EA"
"810046984055","404","453","1406","EA"
"810046980422","404","651","1603","EA"
"810046980804","404","651","1603","EA"
"810046981290","404","453","1406","EA"
"810046981306","404","453","1406","EA"
"810046981313","404","453","1406","EA"
"747930065838","306","156","1130","EA"
"747930065845","306","156","1130","EA"
"887167186347","101","156","1130","EA"
"850031662216","104","361","1335","EA"
"887167196254","101","356","1320","EA"
"851078006117","104","163","1166","EA"
"887167250727","101","356","1320","EA"
"851078006124","104","163","1166","EA"
"887167257603","101","355","1314","EA"
"887167566118","101","156","1130","EA"
"887167566132","101","156","1130","EA"
"850004421550","104","152","1111","EA"
"850004421567","104","152","1111","EA"
"851078006131","104","162","1159","EA"
"887167277649","101","156","1130","EA"
"851078006148","104","162","1159","EA"
"887167351011","101","156","1130","EA"
"851078006186","104","163","1164","EA"
